,name,wine_url,productVarietal,productStock,productRegion,productPrice,productOrigin,productID,productCompetitiveIntensity,ProductAvailability,pProductID,description,pageName,shippingRegion,shipToState,priceCurrency,price,averageRating_bestRating,averageRating_worstRating,bestRating,worstRating,additionalType,uploadDate,prodAlcoholVolume_text,prodAlcoholPercent_percent,JS,WS,WW,D,BH,W&S,WE,RP,JD,SJ,V,CG,TP
w318,Bergstrom Vineyard,https://www.wine.com/product/product/bergstrom-silice-pinot-noir-2017/589659,Pinot Noir,13,Chehalem Mountains,$109.99,"Chehalem Mountains, Willamette Valley, Oregon",589659,C/I: Long Tail,In Stock,WDW10040100152417_2017,Bergstrom Bergstrom Vineyard Winery Image,Wine:Product Detail:Bergstrom Silice Pinot Noir 2017,NY,PA,USD,109.99,5,1,5,1,winery-image,2020-09-16T21:32:30+0000,750,14.1,93.0,91,,,,91,91,93,,,,,
w319,Gloria Ferrer  Winery Image,https://www.wine.com/product/product/gloria-ferrer-sonoma-brut/1898,Non-Vintage Sparkling Wine,609,Sonoma County,$24.99,"Sonoma County, California",1898,C/I: KVI,In Stock,CGM23372_0,Gloria Ferrer Tasting Room & Visitor's Center,Wine:Product Detail:Gloria Ferrer Sonoma Brut,NY,PA,USD,24.99,5,1,5,1,winery-image,2020-04-02T19:58:17+0000,750,12.5,,91,90,,,,90,,,,,,
w320,A look inside the winery,https://www.wine.com/product/product/willakenzie-estate-willamette-valley-pinot-noir-2018/867330,Pinot Noir,420,Willamette Valley,$38.99,"Willamette Valley, Oregon",867330,C/I: Long Tail,In Stock,PIN538531_2018,"The state-of-the-art, gravity-flow winery was completed in 1995. Since then, they built an innovative facility to cool their grapes as well as a large solar array. Production remains at around 20,000 cases and emphasis remains on quality, not quantity.",Wine:Product Detail:WillaKenzie Estate Willamette Valley Pinot Noir 2018,NY,PA,USD,38.99,5,1,5,1,winery-image,2018-02-16T23:27:51+0000,750,13.9,,93,,,,,,94,,,,,
w321,Elio Grasso  Winery Image,https://www.wine.com/product/product/elio-grasso-gavarini-vigna-chiniera-barolo-2018/798566,Nebbiolo,1,Barolo,$99.99,"Barolo, Piedmont, Italy",798566,C/I: Popular,In Stock,SXW1058433_2018,Elio Grasso  Winery Image,Wine:Product Detail:Elio Grasso Gavarini Vigna Chiniera Barolo 2018,NY,PA,USD,99.99,5,1,,,winery-image,2019-02-28T23:36:28+0000,750,14.5,95.0,93,,,,,,,,,,,
w322,Tasting Room,https://www.wine.com/product/product/scharffenberger-brut-excellence/76664,Non-Vintage Sparkling Wine,265,Mendocino,$24.99,"Mendocino, California",76664,C/I: Popular,In Stock,WLD16348_0,"The tasting room regularly features new artists, so visitors can taste the Scharffenberger sparkling wine while perusing the latest display of local artwork.",Wine:Product Detail:Scharffenberger Brut Excellence,NY,PA,USD,24.99,5,1,5,1,winery-image,2018-03-14T03:22:02+0000,750,12.5,91.0,89,90,,,91,,,,,,,
w323,Spottswoode Estate Vineyard & Winery  Winery Image,https://www.wine.com/product/product/spottswoode-lyndenhurst-cabernet-sauvignon-2019/1044486,Cabernet Sauvignon,565,Napa Valley,$99.99,"Napa Valley, California",1044486,C/I: MAP,In Stock,WBO30293985_2019,Spottswoode’s Cabernet Sauvignon ages for twenty months in a combination of new and neutral oak barrels.,Wine:Product Detail:Spottswoode Lyndenhurst Cabernet Sauvignon 2019,NY,PA,USD,99.99,5,1,5,1,winery-image,2021-10-20T22:19:34+0000,750,13.5,94.0,92,92,,,,,93,92,,,,
w324,Monte Bello ,https://www.wine.com/product/product/ridge-pagani-ranch-zinfandel-2020/1112394,Zinfandel,78,Sonoma Valley,$48.99,"Sonoma Valley, Sonoma County, California",1112394,C/I: MAP,In Stock,WLD19221_2020,Ridge Monte Bello  Winery Image,Wine:Product Detail:Ridge Pagani Ranch Zinfandel 2020,NY,PA,USD,48.99,5,1,5,1,winery-image,2020-03-12T22:18:34+0000,750,13.8,,92,,,,,,,,,,,
w325,Mollydooker Winery Image,https://www.wine.com/product/product/mollydooker-the-boxer-shiraz-2020/890601,Syrah/Shiraz,218,South Australia,$29.99,"South Australia, Australia",890601,C/I: KVI,In Stock,PIN530512_2020,Mollydooker only use new or one year old barrels to make their wines.,Wine:Product Detail:Mollydooker The Boxer Shiraz 2020,NY,PA,USD,29.99,5,1,5,1,winery-image,2020-05-01T17:04:26+0000,750,16,,92,,,,,,90,,,,,
w326,2018,https://www.wine.com/product/product/bodegas-y-vinedos-pintia-2018/1250423,Tempranillo,425,Toro,$99.99,"Toro, Spain",1250423,C/I: Exception,In Stock,DBWDB7515_18_2018,"Bodegas y Vinedos Pintia 2018 from Toro, Spain - Pintia 2018 is probably the most vertical Pintia, the most fruitful, but at the same time with a lot of plot. It came with a very silky texture that makes it ea...",Wine:Product Detail:Bodegas y Vinedos Pintia 2018,NY,PA,USD,99.99,5,1,,,,,750,15,96.0,93,,,,,,95,,,,,
w327,Owner Michel Rolland ,https://www.wine.com/product/product/clos-de-los-siete-red-blend-2019/1071899,Other Red Blends,1007,Uco Valley,$19.99,"Uco Valley, Mendoza, Argentina",1071899,C/I: KVI,In Stock,PIN559164_2019,Clos de los Siete Owner Michel Rolland  Winery Image,Wine:Product Detail:Clos de los Siete Red Blend 2019,NY,PA,USD,19.99,5,1,5,1,winery-image,2019-09-27T23:58:47+0000,750,14.5,94.0,90,,90,,,,91,,,,,
w328,Chateau de Pibarnon  Winery Image,https://www.wine.com/product/product/chateau-de-pibarnon-bandol-rose-2021/913236,Rosé,24,Bandol,$41.99,"Bandol, Provence, South of France, France",913236,C/I: Long Tail,In Stock,SKRFRPIB0121_2021,The vineyards at Pibaron are shaped like an amphitheater,Wine:Product Detail:Chateau de Pibarnon Bandol Rose 2021,NY,PA,USD,41.99,5,1,5,1,winery-image,2020-04-15T15:00:49+0000,750,0,,92,,,,,,,,,92,,
w329,Vina Vik Cellar,https://www.wine.com/product/product/vina-vik-la-piu-belle-2019/1177191,Other Red Blends,108,Colchagua Valley,$104.99,"Colchagua Valley, Rapel Valley, Chile",1177191,C/I: Long Tail,In Stock,CGM54236_2019,Vina Vik Vina Vik Cellar Winery Image,Wine:Product Detail:Vina Vik La Piu Belle 2019,NY,PA,USD,104.99,5,1,,,winery-image,2019-09-18T16:55:04+0000,750,14.5,96.0,93,,,,,,,,,,,
w330,Gonet-Medeville Winery Image,https://www.wine.com/product/product/gonet-medeville-brut-tradition-premier-cru/147302,Non-Vintage Sparkling Wine,81,Champagne,$48.99,"Champagne, France",147302,C/I: Long Tail,In Stock,MSE377207_0,Gonet-Medeville Winery Image,Wine:Product Detail:Gonet-Medeville Brut Tradition Premier Cru,NY,PA,USD,48.99,5,1,5,1,winery-image,2018-02-01T23:41:23+0000,750,12.5,,91,,,,,,92,,,,,
w331,The Cellar,https://www.wine.com/product/product/marchesi-di-barolo-barolo-coste-di-rose-2014/521219,Nebbiolo,11,Barolo,$69.98,"Barolo, Piedmont, Italy",521219,C/I: Long Tail,In Stock,WLD10947_2014,"Marchesi di Barolo historical cellars are located in the town of Barolo, in the building overlooking the Castle of the Marquis Falletti. It is here that more than 200 years ago the Abbona's began producing wine.",Wine:Product Detail:Marchesi di Barolo Barolo Coste di Rose 2014,NY,PA,USD,69.98,5,1,5,1,winery-image,2018-06-27T19:58:54+0000,750,14,91.0,93,92,,,,91,90,,,,,
w332,Olga Raffault Winery Image,https://www.wine.com/product/product/olga-raffault-les-picasses-2016/825765,Cabernet Franc,1188,Chinon,$34.99,"Chinon, Touraine, Loire, France",825765,C/I: Long Tail,In Stock,DBWDB8974_16_2016,Olga Raffault Winery Image,Wine:Product Detail:Olga Raffault Les Picasses 2016,NY,PA,USD,34.99,5,1,5,1,winery-image,2018-02-01T23:41:40+0000,750,13.5,,91,,,,90,92,,,,93,,
w333,Champagne Boizel  Winery Image,https://www.wine.com/product/product/boizel-brut-reserve/782173,Non-Vintage Sparkling Wine,1201,Champagne,$59.99,"Champagne, France",782173,C/I: Long Tail,In Stock,EDV131516_0,Champagne Boizel  Winery Image,Wine:Product Detail:Boizel Brut Reserve,NY,PA,USD,59.99,5,1,5,1,winery-image,2019-07-16T20:30:43+0000,750,12,,90,,97,,,90,,,,,,
w334,Historical Photo,https://www.wine.com/product/product/beringer-q-red-blend-2019/970924,Other Red Blends,309,Napa Valley,$39.99,"Napa Valley, California",970924,C/I: Popular,In Stock,CGM53401_2019,Beringer Vineyards Historical Photo Winery Image,Wine:Product Detail:Beringer Q Red Blend 2019,NY,PA,USD,39.99,5,1,5,1,winery-image,2019-02-01T19:15:56+0000,750,14.5,92.0,91,,,,,,,92,,,,
w335,To Kalon Vineyard and WInery,https://www.wine.com/product/product/robert-mondavi-napa-valley-cabernet-sauvignon-2019/795288,Cabernet Sauvignon,1052,Napa Valley,$47.99,"Napa Valley, California",795288,C/I: KVI,In Stock,PIN532842_2019,Robert Mondavi To Kalon Vineyard and WInery Winery Image,Wine:Product Detail:Robert Mondavi Napa Valley Cabernet Sauvignon 2019,NY,PA,USD,47.99,5,1,5,1,winery-image,2018-03-30T22:47:40+0000,750,15.5,92.0,91,91,,,,,,92,,,,
w336,"Winemaker, Jesus Jimenez",https://www.wine.com/product/product/numanthia-termes-2019/1173360,Tempranillo,308,Toro,$22.99,"Toro, Spain",1173360,C/I: Exception,In Stock,CGM56083_2019,"Jesus Jimenez began working for a grant project dealing with water usage in vineyards and other culture, after completing two degrees as Agricultural Engineer and a Viticulture and Enology Master Degree, delivered by UNESCO. ",Wine:Product Detail:Numanthia Termes 2019,NY,PA,USD,22.99,5,1,5,1,winery-image,2019-04-16T18:13:08+0000,750,15.5,93.0,91,,,,,,,,,,,
w337,Las Amigas Vineyard,https://www.wine.com/product/product/domaine-carneros-cuvee-de-la-pompadour-brut-rose/96844,Sparkling Rosé,207,Carneros,$41.99,"Carneros, California",96844,C/I: Popular,In Stock,CGM293_0,"Planted in 2017, 1/2 to Pinot Noir and 1/2 to Chardonnay. Located on the Western end of Las Amigas Road, the vines look right out at the San Pablo Bay and gleefully absorb the bay’s cool breezes that consistently blow through.",Wine:Product Detail:Domaine Carneros Cuvee de la Pompadour Brut Rose,NY,PA,USD,41.99,5,1,5,1,winery-image,2023-04-12T21:32:13+0000,750,12,94.0,90,93,,,90,92,,,,,91,
w338,La Mouline Vineyard in Cote-Rotie,https://www.wine.com/product/product/guigal-chateau-dampuis-cote-rotie-2016/716408,Syrah/Shiraz,31,Cote Rotie,$139.99,"Cote Rotie, Rhone, France",716408,C/I: Exception,In Stock,VNT00101516_04_2016,"Here, on the stark and steep terrain formed by the Rhône River cultivated in terraces since ancient times, the Guigal family works the greatest appellations of the Rhône Valley with both passion and perseverance.",Wine:Product Detail:Guigal Chateau d'Ampuis Cote Rotie 2016,NY,PA,USD,139.99,5,1,5,1,winery-image,2018-09-20T14:52:28+0000,750,13.5,,95,,,,,,95,96,,,,
w339,Tod Mostero,https://www.wine.com/product/product/dominus-napanook-vineyard-2019/979593,Bordeaux Red Blends,68,Yountville,$104.99,"Yountville, Napa Valley, California",979593,C/I: Long Tail,In Stock,CGM53754_2019,"Director of Viticulture and Winemaking, the French connection runs strong through Mostero, who studied in Bordeaux and trained at Château Haut-Brion, Domaine de la Romanée-Conti and Établissements Jean-Pierre Moueix. ",Wine:Product Detail:Dominus Napanook Vineyard 2019,NY,PA,USD,104.99,5,1,5,1,winery-image,2019-02-14T01:14:04+0000,750,14.5,96.0,93,94,,,,,93,92,,94,,
w340,Oak Casks,https://www.wine.com/product/product/roederer-estate-lermitage-2015/708987,Vintage Sparkling Wine,22,Anderson Valley,$79.99,"Anderson Valley, Mendocino, California",708987,C/I: Popular,In Stock,CGM50182_2015,"As the winemaker carefully ranks the wines from each harvest, some of the finest lots are selected for further aging in French oak casks. While kept in these large wood tanks, the wine develops in complexity. ",Wine:Product Detail:Roederer Estate L'Ermitage 2015,NY,PA,USD,79.99,5,1,5,1,winery-image,2018-04-10T17:02:19+0000,750,12.4,97.0,94,,,,92,96,91,,,,94,
w341,Chablis Vineyards,https://www.wine.com/product/product/william-fevre-chablis-vaillons-premier-cru-2020/1133128,Chardonnay,4,Chablis,$84.99,"Chablis, Burgundy, France",1133128,C/I: Popular,In Stock,PIN560992_2020,William Fevre Chablis Vineyards Winery Image,Wine:Product Detail:William Fevre Chablis Vaillons Premier Cru 2020,NY,PA,USD,84.99,5,1,,,winery-image,2018-11-27T02:00:05+0000,750,0,,93,,,,,,93,,,,,
w342,Giovanni Sordo Cellar,https://www.wine.com/product/product/giovanni-sordo-barolo-perno-2017/1150777,Nebbiolo,457,Barolo,$46.99,"Barolo, Piedmont, Italy",1150777,C/I: Long Tail,In Stock,TRIPI6460_2017,Giovanni Sordo Giovanni Sordo Cellar Winery Image,Wine:Product Detail:Giovanni Sordo Barolo Perno 2017,NY,PA,USD,46.99,5,1,,,winery-image,2020-01-02T19:53:05+0000,750,14.5,92.0,94,,,,,,,93,,,,
w343,Leclerc Briant Cellars,https://www.wine.com/product/product/champagne-leclerc-briant-brut-rose/858978,Sparkling Rosé,65,Champagne,$89.99,"Champagne, France",858978,C/I: Long Tail,In Stock,WBO30193951_0,The cellars below the Leclerc Briant house include three levels that descend 115 feet underground into the chalk-based soil. The humidity and low temperature provide the ideals conditions for aging the winery’s reserve champagne.,Wine:Product Detail:Champagne Leclerc Briant Brut Rose,NY,PA,USD,89.99,5,1,,,winery-image,2021-12-14T18:32:55+0000,750,12,,90,93,,,91,,,,,,,
w344,Pazo de Barrantes Winery Image,https://www.wine.com/product/product/pazo-de-barrantes-albarino-2019/846354,Albarino,265,Rias Baixas,$61.99,"Rias Baixas, Spain",846354,C/I: Long Tail,In Stock,CGM53096_2019,Pazo de Barrantes Winery Image,Wine:Product Detail:Pazo de Barrantes Albarino 2019,NY,PA,USD,61.99,5,1,5,1,winery-image,2019-02-14T18:56:23+0000,750,13.5,92.0,91,,,,,,94,,,,,
w345,Chateau Leoville Las Cases Winery Image,https://www.wine.com/product/product/chateau-leoville-las-cases-15-liter-magnum-2018/520577,Bordeaux Red Blends,13,St-Julien,$619.99,"St-Julien, Bordeaux, France",520577,C/I: Luxury BDX,In Stock,BAN520577_2018,Chateau Leoville Las Cases Winery Image,Wine:Product Detail:Chateau Leoville Las Cases (1.5 Liter Magnum) 2018,NY,PA,USD,619.99,5,1,,,winery-image,2018-02-01T23:41:51+0000,1500,14.49,99.0,97,,99,,,98,99,100,,,,
w346,Penfolds Chief Winemaker Peter Gago ,https://www.wine.com/product/product/penfolds-st-henri-shiraz-2018/938045,Syrah/Shiraz,172,Australia,$169.99,Australia,938045,C/I: Long Tail,In Stock,CGM52704_2018,In 2002 Peter became the fourth ever Chief Winemaker for Penfolds.,Wine:Product Detail:Penfolds St. Henri Shiraz 2018,NY,PA,USD,169.99,5,1,,,winery-image,2020-10-30T19:20:10+0000,750,0,99.0,93,,,,92,,97,,,,,
w347,Vinification,https://www.wine.com/product/product/domaine-de-la-janasse-chateauneuf-du-pape-cuvee-chaupin-2020/1095862,Rhone Red Blends,44,Chateauneuf-du-Pape,$95.99,"Chateauneuf-du-Pape, Rhone, France",1095862,C/I: Exception,In Stock,IPOPI_EC6393_2020,"Each plot, each tank is a different case and vinification must be adapted to the grapes and daily tastings. ",Wine:Product Detail:Domaine de la Janasse Chateauneuf-du-Pape Cuvee Chaupin 2020,NY,PA,USD,95.99,5,1,,,winery-image,2018-08-30T19:35:34+0000,750,15.5,,94,,98,,,,95,99,,,,
w348,The Cellar,https://www.wine.com/product/product/marchesi-di-barolo-barolo-cannubi-2014/628527,Nebbiolo,2,Barolo,$119.99,"Barolo, Piedmont, Italy",628527,C/I: Popular,In Stock,WLD10942_2014,"Marchesi di Barolo historical cellars are located in the town of Barolo, in the building overlooking the Castle of the Marquis Falletti. It is here that more than 200 years ago the Abbona's began producing wine.",Wine:Product Detail:Marchesi di Barolo Barolo Cannubi 2014,NY,PA,USD,119.99,5,1,5,1,winery-image,2018-06-27T19:58:54+0000,750,14,94.0,90,95,,,,,92,,,,,
w349,Sustainable Farming,https://www.wine.com/product/product/lecole-41-columbia-valley-cabernet-sauvignon-2019/1070620,Cabernet Sauvignon,792,Columbia Valley,$34.99,"Columbia Valley, Washington",1070620,C/I: Long Tail,In Stock,WBO30284435_2019,"Today we are at the forefront of sustainable farming in the Walla Walla Valley, notably with our Estate Ferguson and Estate Seven Hills Vineyards, both of which are certified sustainable and certified Salmon Safe.",Wine:Product Detail:L'Ecole 41 Columbia Valley Cabernet Sauvignon 2019,NY,PA,USD,34.99,5,1,5,1,winery-image,2018-04-27T22:55:25+0000,750,14.5,,91,,,,90,91,,,,92,,
w350,The Hills of Chianti,https://www.wine.com/product/product/viticcio-chianti-classico-riserva-2017/628038,Sangiovese,4409,Chianti Classico,$32.99,"Chianti Classico, Chianti, Tuscany, Italy",628038,C/I: Long Tail,In Stock,TRIPI9601_2017_2017,Viticcio The Hills of Chianti Winery Image,Wine:Product Detail:Viticcio Chianti Classico Riserva 2017,NY,PA,USD,32.99,5,1,5,1,winery-image,2018-02-01T23:41:40+0000,750,14,92.0,94,,,,,,91,,,,,
w351,Fonseca Port Aging Vat,https://www.wine.com/product/product/fonseca-bin-no-27-port/1515,Port,619,Douro,$18.99,"Douro, Portugal",1515,C/I: KVI,In Stock,CGM55760_0,Fonseca Fonseca Port Aging Vat Winery Image,Wine:Product Detail:Fonseca Bin No. 27 Port,NY,PA,USD,18.99,5,1,5,1,winery-image,2018-03-03T22:51:11+0000,750,20,,90,,93,,92,,,,,,,91
w352,Charles Krug Winery Entrance,https://www.wine.com/product/product/charles-krug-family-reserve-generations-2018/872126,Bordeaux Red Blends,157,Napa Valley,$63.99,"Napa Valley, California",872126,C/I: Popular,In Stock,PIN536047_2018,Charles Krug Charles Krug Winery Entrance Winery Image,Wine:Product Detail:Charles Krug Family Reserve Generations 2018,NY,PA,USD,63.99,5,1,5,1,winery-image,2019-12-19T22:49:52+0000,750,14.9,93.0,91,94,,,,,91,,,,,
w353,Baron Albert Frère and Bernard Arnault,https://www.wine.com/product/product/chateau-cheval-blanc-2016/202282,Bordeaux Red Blends,6,St. Emilion,$959.99,"St. Emilion, Bordeaux, France",202282,C/I: Luxury BDX,In Stock,FNY202282_2016,"Two old friends and lovers of great wine, joined forces to became the owners of this fabled Chateau in Saint-Emilion. They injected a dynamic new spirit, while respecting the Chateau's history and existing facilities. ",Wine:Product Detail:Chateau Cheval Blanc 2016,NY,PA,USD,959.99,5,1,5,1,winery-image,2018-10-18T17:08:04+0000,750,14,99.0,97,,98,,,97,100,97,,,,
w354,Las Amigas Vineyard,https://www.wine.com/product/product/domaine-carneros-carneros-pinot-noir-2018/781174,Pinot Noir,5,Carneros,$39.99,"Carneros, California",781174,C/I: Popular,In Stock,CGM51508_2018,"Planted in 2017, 1/2 to Pinot Noir and 1/2 to Chardonnay. Located on the Western end of Las Amigas Road, the vines look right out at the San Pablo Bay and gleefully absorb the bay’s cool breezes that consistently blow through.",Wine:Product Detail:Domaine Carneros Carneros Pinot Noir 2018,NY,PA,USD,39.99,5,1,5,1,winery-image,2023-04-12T21:32:13+0000,750,14.2,92.0,91,,,,,,,,,,,
w355,Patrick Doucet,https://www.wine.com/product/product/chateau-suduiraut-sauternes-2019/583871,Other Dessert,17,Sauternes,$69.99,"Sauternes, Bordeaux, France",583871,C/I: Luxury BDX,In Stock,FNY583871_2019,"Vineyard Manager since 2016, Patrick is the winegrower responsible for producing the grapes. His role consists of harvesting the botrytised grapes at just the right moment; the quintessence is then sent on to Caroline.",Wine:Product Detail:Chateau Suduiraut Sauternes 2019,NY,PA,USD,69.99,5,1,,,winery-image,2019-03-25T23:00:34+0000,750,14.1,95.0,93,,,,,96,96,96,,97,,
w356,Oak Barrels,https://www.wine.com/product/product/beaulieu-vineyard-georges-de-latour-private-reserve-2018/810540,Cabernet Sauvignon,366,Napa Valley,$134.99,"Napa Valley, California",810540,C/I: Popular,In Stock,CGM52057_2018,Beaulieu Vineyard Oak Barrels Winery Image,Wine:Product Detail:Beaulieu Vineyard Georges de Latour Private Reserve 2018,NY,PA,USD,134.99,5,1,5,1,winery-image,2018-12-19T23:42:10+0000,750,14.5,98.0,92,,,,,97,96,97,,98,,
w357,A precious Heritage,https://www.wine.com/product/product/chateau-canon-la-gaffeliere-2016/202265,Bordeaux Red Blends,12,St. Emilion,$106.99,"St. Emilion, Bordeaux, France",202265,C/I: Luxury BDX,In Stock,FNY202265_2016,"Residing in Saint-Emilion since 1983, Stephan von Neipperg and his wife, Sigweis, have devoted themselves tirelessly to perpetuating the family tradition at their various estates. ",Wine:Product Detail:Chateau Canon La Gaffeliere 2016,NY,PA,USD,106.99,5,1,5,1,winery-image,2018-11-15T20:23:29+0000,750,14.5,96.0,95,,93,,,95,95,95,,96,91,
w358,Chateau Pavie Cellar,https://www.wine.com/product/product/chateau-pavie-2016/202496,Bordeaux Red Blends,15,St. Emilion,$439.99,"St. Emilion, Bordeaux, France",202496,C/I: Luxury BDX,In Stock,FNY202496_2016,"Fermentation takes place in oak vats, each plot is vinified separately from the harvest to the final blend. Following the fermentation, the wine is aged 18 to 24 months in barrels.",Wine:Product Detail:Chateau Pavie 2016,NY,PA,USD,439.99,5,1,5,1,winery-image,2021-07-06T22:34:45+0000,750,14.5,100.0,97,,,,,96,100,99,,,,
w359,Bodegas Riojanas Winery Image,https://www.wine.com/product/product/bodegas-riojanas-monte-real-crianza-2019/1084978,Tempranillo,101,Rioja,$13.99,"Rioja, Spain",1084978,C/I: Long Tail,In Stock,MSE465981_2019,Bodegas Riojanas Winery Image,Wine:Product Detail:Bodegas Riojanas Monte Real Crianza 2019,NY,PA,USD,13.99,5,1,5,1,winery-image,2018-02-01T23:41:29+0000,750,14,92.0,90,,,,,,,,,,,
w360,Krug Cellar Master Julie Cavil,https://www.wine.com/product/product/krug-brut-rose-375ml-half-bottle/109352,Sparkling Rosé,2,Champagne,$229.99,"Champagne, France",109352,C/I: Exception,In Stock,CGM20685_0,"For Krug's Cellar Master, each plot of grapes, through its wine, is like a single ingredient to a chef: carefully selected, and critical to the final composition.",Wine:Product Detail:Krug Brut Rose (375ML half-bottle),NY,PA,USD,229.99,5,1,5,1,winery-image,2021-03-11T17:41:18+0000,375,12.4,,96,,,,96,94,,,,,,
w361,Dogliani Wine Cellar,https://www.wine.com/product/product/pecchenino-langhe-vigna-botti-nebbiolo-2021/1162450,Nebbiolo,912,Langhe,$23.99,"Langhe, Piedmont, Italy",1162450,C/I: Long Tail,In Stock,VIYITPCPN7521_2021,Pecchenino Dogliani Wine Cellar Winery Image,Wine:Product Detail:Pecchenino Langhe Vigna Botti Nebbiolo 2021,NY,PA,USD,23.99,5,1,5,1,winery-image,2018-04-30T23:56:59+0000,750,14,90.0,90,,,,,,90,90,,,,
w362,2018 Cabernet Sauvignon,https://www.wine.com/product/product/domaine-eden-cabernet-sauvignon-2018/1171421,Cabernet Sauvignon,502,Santa Cruz Mountains,$58.99,"Santa Cruz Mountains, California",1171421,C/I: Long Tail,In Stock,DBWDB0454_18_2018,"Domaine Eden Cabernet Sauvignon 2018 from Santa Cruz Mountains, California - Balanced aromas of cassis and loamy earth frame the nose. Fresh, lively flavors of savory herb and blackberry engage the palate. The depth of flavor and length ...",Wine:Product Detail:Domaine Eden Cabernet Sauvignon 2018,NY,PA,USD,58.99,5,1,,,,,750,14,,91,,,,93,94,,,,94,,
w363,Chateau Branaire-Ducru Winery Image,https://www.wine.com/product/product/chateau-branaire-ducru-2016/202253,Bordeaux Red Blends,231,St-Julien,$79.99,"St-Julien, Bordeaux, France",202253,C/I: Luxury BDX,In Stock,FNY202253_2016,Chateau Branaire-Ducru Winery Image,Wine:Product Detail:Chateau Branaire-Ducru 2016,NY,PA,USD,79.99,5,1,5,1,winery-image,2018-02-01T23:41:38+0000,750,13.5,95.0,96,,94,,,95,94,92,,,,
w364,Barbara Widmer,https://www.wine.com/product/product/brancaia-chianti-classico-riserva-2019/1206020,Sangiovese,97,Chianti Classico,$49.99,"Chianti Classico, Chianti, Tuscany, Italy",1206020,C/I: Long Tail,In Stock,CGM55469_2019,"Today, Barbara directs BRANCAIA’s three Tuscan estates, carrying on her family’s tradition of growing the highest quality grapes and crafting exceptional, terroir-driven wines from Tuscany.",Wine:Product Detail:Brancaia Chianti Classico Riserva 2019,NY,PA,USD,49.99,5,1,,,winery-image,2020-07-27T18:56:14+0000,750,14,,94,,,,,,94,93,,,,
w365,Baron Albert Frère and Bernard Arnault,https://www.wine.com/product/product/chateau-cheval-blanc-2015/153462,Bordeaux Red Blends,8,St. Emilion,$939.99,"St. Emilion, Bordeaux, France",153462,C/I: Luxury BDX,In Stock,FNY153462_2015,"Two old friends and lovers of great wine, joined forces to became the owners of this fabled Chateau in Saint-Emilion. They injected a dynamic new spirit, while respecting the Chateau's history and existing facilities. ",Wine:Product Detail:Chateau Cheval Blanc 2015,NY,PA,USD,939.99,5,1,5,1,winery-image,2018-10-18T17:08:04+0000,750,14.5,99.0,98,,98,,,100,100,98,,,,
w366, Entrée Crayère From Bouteille,https://www.wine.com/product/product/charles-heidsieck-vintage-brut-2012/719866,Vintage Sparkling Wine,13,Champagne,$115.99,"Champagne, France",719866,C/I: Long Tail,In Stock,TON13693_12_6PK_2012,Charles Heidsieck  Entrée Crayère From Bouteille Winery Image,Wine:Product Detail:Charles Heidsieck Vintage Brut 2012,NY,PA,USD,115.99,5,1,5,1,winery-image,2020-03-24T01:02:21+0000,750,12,95.0,93,,,,,,94,95,,,,
w367,Tenuta di Capraia  Winery Image,https://www.wine.com/product/product/tenuta-di-capraia-chianti-classico-2020/1255248,Sangiovese,2409,Chianti Classico,$21.99,"Chianti Classico, Chianti, Tuscany, Italy",1255248,C/I: Long Tail,In Stock,TON83081_20_2020,Tenuta di Capraia  Winery Image,Wine:Product Detail:Tenuta di Capraia Chianti Classico 2020,NY,PA,USD,21.99,5,1,5,1,winery-image,2020-02-25T16:39:12+0000,750,14,91.0,91,90,,,,,,,,,,
w368,Limestone Soil,https://www.wine.com/product/product/simonnet-febvre-chablis-mont-de-milieu-premier-cru-2020/1253983,Chardonnay,205,Chablis,$62.99,"Chablis, Burgundy, France",1253983,C/I: Long Tail,In Stock,TON11252_20_2020,Simonnet-Febvre Limestone Soil Winery Image,Wine:Product Detail:Simonnet-Febvre Chablis Mont de Milieu Premier Cru 2020,NY,PA,USD,62.99,5,1,5,1,winery-image,2023-06-26T21:39:25+0000,750,13,93.0,90,,,,,,,,,,,
w369,Galerie Imperiale,https://www.wine.com/product/product/moet-and-chandon-imperial-brut-15-liter-magnum/18224,Non-Vintage Sparkling Wine,178,Champagne,$139.99,"Champagne, France",18224,C/I: Exception,In Stock,CGM8530_0,Moët & Chandon Galerie Imperiale Winery Image,Wine:Product Detail:Moet & Chandon Imperial Brut (1.5 Liter Magnum),NY,PA,USD,139.99,5,1,5,1,winery-image,2018-07-26T18:14:41+0000,1500,12,91.0,91,,,,,,,,93,,,
w370,Ceretto  Winery Image,https://www.wine.com/product/product/ceretto-barolo-2018/1186101,Nebbiolo,729,Barolo,$66.99,"Barolo, Piedmont, Italy",1186101,C/I: Popular,In Stock,TON83515_18_2018,Ceretto  Winery Image,Wine:Product Detail:Ceretto Barolo 2018,NY,PA,USD,66.99,5,1,5,1,winery-image,2019-03-20T15:36:01+0000,750,14.5,93.0,92,92,,,,,93,,,,,
