,search_url,name,wine_url,productVarietal,productStock,productRegion,productPrice,productOrigin,productID,productCompetitiveIntensity,ProductAvailability,pProductID,description,pageName,shippingRegion,shipToState,priceCurrency,price,averageRating_bestRating,averageRating_worstRating,bestRating,worstRating,additionalType,uploadDate,prodAlcoholVolume_text,prodAlcoholPercent_percent,JS,WS,WW,D,BH,W&S,WE,RP,JD,SJ,V,CG,TP
w5707,https://www.wine.com/list/wine/7155/230,Winemaker Colin McBryde,https://www.wine.com/product/product/vinemind-riesling-2021/1227750,Riesling,40,Clare Valley,$21.99,"Clare Valley, South Australia, Australia",1227750,C/I: Long Tail,In Stock,WDGWDVMRI21_2021,VineMind Winemaker Colin McBryde Winery Image,Wine:Product Detail:VineMind Riesling 2021,NY,PA,USD,21.99,5,1,,,winery-image,2021-03-22T18:04:03+0000,750,11,,,,,,,,,,,,,
w5708,https://www.wine.com/list/wine/7155/230,2022 Pinot Gris,https://www.wine.com/product/product/iris-vineyards-pinot-gris-2022/1215800,Pinot Gris/Grigio,35,Willamette Valley,$21.99,"Willamette Valley, Oregon",1215800,C/I: Long Tail,In Stock,VTEIRIS22PGOR_A0_2022,"Iris Vineyards Pinot Gris 2022 from Willamette Valley, Oregon - Their estate vineyard, being a cool site tends to be more on the citrus aroma side of Pinot Gris while vineyards they source from provide the more typical pear ...",Wine:Product Detail:Iris Vineyards Pinot Gris 2022,NY,PA,USD,21.99,5,1,,,,,750,11.5,,,,,,,,,,,,,
w5709,https://www.wine.com/list/wine/7155/230,Sella & Mosca Winery Image,https://www.wine.com/product/product/sella-and-mosca-terre-bianche-torbato-2021/1311573,Other White Wine,156,Sardinia,$23.99,"Sardinia, Italy",1311573,C/I: Long Tail,In Stock,EDV9470_2021_2021,Sella & Mosca Winery Image,Wine:Product Detail:Sella & Mosca Terre Bianche Torbato 2021,NY,PA,USD,23.99,5,1,,,winery-image,2019-02-28T22:08:18+0000,750,12,,89,,,,,,,,,,,
w5710,https://www.wine.com/list/wine/7155/230,Tooth & Nail Winery Image,https://www.wine.com/product/product/tooth-and-nail-sauvignon-blanc-2021/1025172,Sauvignon Blanc,337,Central Coast,$23.99,"Central Coast, California",1025172,C/I: Long Tail,In Stock,PIN547601_2021,Tooth & Nail Winery Image,Wine:Product Detail:Tooth & Nail Sauvignon Blanc 2021,NY,PA,USD,23.99,5,1,5,1,winery-image,2018-02-01T23:41:20+0000,750,14.1,,,92,,,,90,,,,,,
w5711,https://www.wine.com/list/wine/7155/230,Brut,https://www.wine.com/product/product/vina-esmeralda-brut/735544,Non-Vintage Sparkling Wine,129,Spain,$21.99,Spain,735544,C/I: Long Tail,In Stock,PIN963640_0,"Vina Esmeralda Brut from Spain - Good intensity, with fresh fruit joined by white floral notes characteristic of the Muscat variety. The wine is fresh on the palate, with good acidity and fine ...",Wine:Product Detail:Vina Esmeralda Brut,NY,PA,USD,21.99,5,1,,,,,750,11.5,,,,,,,,,,,,,
w5712,https://www.wine.com/list/wine/7155/230,"Rustic, coastal California elegance. ",https://www.wine.com/product/product/san-simeon-sauvignon-blanc-2021/1007937,Sauvignon Blanc,601,Paso Robles,$21.99,"Paso Robles, Central Coast, California",1007937,C/I: Long Tail,In Stock,PIN550803_2021,Acquaint yourself with San Simeon wines.,Wine:Product Detail:San Simeon Sauvignon Blanc 2021,NY,PA,USD,21.99,5,1,5,1,winery-image,2020-04-10T00:58:47+0000,750,13.5,,,,,,,,,,,,,
w5713,https://www.wine.com/list/wine/7155/230,2021 Pinot Grigio,https://www.wine.com/product/product/montefresco-pinot-grigio-2021/1093906,Pinot Gris/Grigio,86,Veneto,$10.99,"Veneto, Italy",1093906,C/I: Long Tail,In Stock,SHR106667_2021,"Montefresco Pinot Grigio 2021 from Veneto, Italy - Intense straw color and an ample, lasting fruity bouquet. The palate is dry, soft and well balanced, due to its body....",Wine:Product Detail:Montefresco Pinot Grigio 2021,NY,PA,USD,10.99,5,1,,,,,750,12,,,,,,,,,,,,,
w5714,https://www.wine.com/list/wine/7155/230,Menage a Trois Vineyards in St. Helena,https://www.wine.com/product/product/menage-a-trois-lavish-merlot-2019/777401,Merlot,96,California,$12.99,California,777401,C/I: Popular,In Stock,PIN911970_2019,Menage a Trois Menage a Trois Vineyards in St. Helena Winery Image,Wine:Product Detail:Menage a Trois Lavish Merlot 2019,NY,PA,USD,12.99,5,1,5,1,winery-image,2021-02-26T16:29:36+0000,750,0,,,,,,,,,,,,,
w5715,https://www.wine.com/list/wine/7155/230,Guenoc Estate Vineyards  Winery Image,https://www.wine.com/product/product/guenoc-california-sauvignon-blanc-2021/1194531,Sauvignon Blanc,507,California,$10.99,California,1194531,C/I: Long Tail,In Stock,PIN977366_2021,Its the start of veraison on Petite Sirah in the Guenoc Valley.,Wine:Product Detail:Guenoc California Sauvignon Blanc 2021,NY,PA,USD,10.99,5,1,,,winery-image,2019-11-06T18:41:56+0000,750,0,,,,,,,,,,,,,
w5716,https://www.wine.com/list/wine/7155/230,Murray River,https://www.wine.com/product/product/oxford-landing-pinot-grigio-2021/1040189,Pinot Gris/Grigio,158,South Australia,$10.99,"South Australia, Australia",1040189,C/I: Long Tail,In Stock,WBO30285799_2021,Oxford Landing Murray River Winery Image,Wine:Product Detail:Oxford Landing Pinot Grigio 2021,NY,PA,USD,10.99,5,1,,,winery-image,2018-05-02T19:13:20+0000,750,12,,,,,,,,,,,,,
w5717,https://www.wine.com/list/wine/7155/230,Winemaker Laura Sorge,https://www.wine.com/product/product/red-diamond-malbec-2020/1251677,Malbec,2,California,$12.99,California,1251677,C/I: Popular,In Stock,PIN310193_2020,"Laura Sorge is the winemaker for Red Diamond, crafting
bold and distinctive wine blends from varietals sourced
from around the world.",Wine:Product Detail:Red Diamond Malbec 2020,NY,PA,USD,12.99,5,1,,,winery-image,2020-02-05T22:13:02+0000,750,14.7,,,,,,,,,,,,,
w5718,https://www.wine.com/list/wine/7155/230,Cleto Chiarli Company 1895,https://www.wine.com/product/product/cleto-chiarli-lambrusco-di-castelvetro-vigneto-cialdini-2021/1124902,Red Sparkling Wine,26,Emilia-Romagna,$21.99,"Emilia-Romagna, Italy",1124902,C/I: Long Tail,In Stock,WBO30290369_2021,Cleto Chiarli Cleto Chiarli Company 1895 Winery Image,Wine:Product Detail:Cleto Chiarli Lambrusco di Castelvetro Vigneto Cialdini 2021,NY,PA,USD,21.99,5,1,,,winery-image,2020-06-04T17:31:48+0000,750,11,,,,,,,,,,,,,
w5719,https://www.wine.com/list/wine/7155/230,Sustainable Efforts,https://www.wine.com/product/product/left-coast-cellars-the-orchards-pinot-gris-2021/962486,Pinot Gris/Grigio,93,Willamette Valley,$23.99,"Willamette Valley, Oregon",962486,C/I: Long Tail,In Stock,OPI82003_2021,"The 21kW ground-mounted solar array by the Latitude 45 vineyard provides 100 percent of the power for the guest cottage, front gate, and all the estate irrigation needs of their vineyards and extensive landscaping.",Wine:Product Detail:Left Coast Cellars The Orchards Pinot Gris 2021,NY,PA,USD,23.99,5,1,5,1,winery-image,2021-01-21T17:49:01+0000,750,13.5,,,,,,,,,,,,,
w5720,https://www.wine.com/list/wine/7155/230,2021 Madreterra Salento Primitivo,https://www.wine.com/product/product/cantina-fiorentino-madreterra-salento-primitivo-2021/1233106,Primitivo,66,Puglia,$21.99,"Puglia, Italy",1233106,C/I: Long Tail,In Stock,OPI52114_2021,"Cantina Fiorentino Madreterra Salento Primitivo 2021 from Puglia, Italy - Purple-red wine with ruby reflections, with a clear and consistent appearance. The nose is complex and intense, characterized by notes of cherry jam and carob, ...",Wine:Product Detail:Cantina Fiorentino Madreterra Salento Primitivo 2021,NY,PA,USD,21.99,5,1,,,,,750,13,,,,,,,,,,,,,
w5721,https://www.wine.com/list/wine/7155/230,Fat Bastard  Winery Image,https://www.wine.com/product/product/fat-bastard-cabernet-sauvignon-2021/1066820,Cabernet Sauvignon,816,Pays d’Oc,$13.99,"Pays d’Oc, South of France, France",1066820,C/I: Popular,In Stock,WBO30291168_2021,Fat Bastard  Winery Image,Wine:Product Detail:Fat Bastard Cabernet Sauvignon 2021,NY,PA,USD,13.99,5,1,,,winery-image,2020-01-08T15:45:58+0000,750,13.5,,,,,,,,,,,,,
w5722,https://www.wine.com/list/wine/7155/230,Faustino Winery Image,https://www.wine.com/product/product/faustino-art-collection-tempranillo-2020/1172683,Tempranillo,130,Rioja,$12.99,"Rioja, Spain",1172683,C/I: Popular,In Stock,OPI94756_2020,The aging cellar for the 11 million Gran Reserva bottles dating back to 1955. This represents 30% of the world’s Gran Reserva supply.,Wine:Product Detail:Faustino Art Collection Tempranillo 2020,NY,PA,USD,12.99,5,1,,,winery-image,2019-02-01T00:41:59+0000,750,14.5,,,,,,,,,,,,,
w5723,https://www.wine.com/list/wine/7155/230,The Burch Family,https://www.wine.com/product/product/howard-park-miamup-sauvignon-blanc-semillon-2020/913850,Bordeaux White Blends,178,Margaret River,$23.99,"Margaret River, Western Australia, Australia",913850,C/I: Long Tail,In Stock,WBO30287647_2020,Howard Park The Burch Family Winery Image,Wine:Product Detail:Howard Park Miamup Sauvignon Blanc-Semillon 2020,NY,PA,USD,23.99,5,1,5,1,winery-image,2020-01-08T21:58:30+0000,750,0,,,,,,,,,,,,,
w5724,https://www.wine.com/list/wine/7155/230,Winemaker Fred Loimer,https://www.wine.com/product/product/loimer-extra-brut/162708,Non-Vintage Sparkling Wine,1,Austria,$39.99,Austria,162708,C/I: Long Tail,In Stock - Last Call,WBO30186988_0,Loimer Winemaker Fred Loimer Winery Image,Wine:Product Detail:Loimer Extra Brut,NY,PA,USD,39.99,5,1,5,1,winery-image,2021-07-08T15:35:24+0000,750,12,,,,92,,90,,92,,,,,
w5725,https://www.wine.com/list/wine/7155/230,Winemaker Deb Juergenson,https://www.wine.com/product/product/apothic-white-blend-2021/1103628,Other White Blends,641,California,$12.99,California,1103628,C/I: KVI,In Stock,CGM42465_2021,Deb has been making Apothic wines since day one. She feels a personal connection with the brand as she’s able to combine her passions for working with a wide array of vineyards and blending flavors with an innovative flair.,Wine:Product Detail:Apothic White Blend 2021,NY,PA,USD,12.99,5,1,5,1,winery-image,2020-06-12T18:30:20+0000,750,12.5,,,,,,,,,,,,,
w5726,https://www.wine.com/list/wine/7155/231,Duoro River,https://www.wine.com/product/product/ferreira-tawny-port/1475,Port,176,Douro,$21.99,"Douro, Portugal",1475,C/I: Long Tail,In Stock,PIN925465_0,A.A. Ferreira Duoro River Winery Image,Wine:Product Detail:Ferreira Tawny Port,NY,PA,USD,21.99,5,1,5,1,winery-image,2020-07-13T18:44:58+0000,750,19.5,,,,,,,,,,,,,
w5727,https://www.wine.com/list/wine/7155/231,History of Madeira,https://www.wine.com/product/product/blandys-5-year-old-bual-madeira/9762,Madeira,56,Madeira,$32.99,"Madeira, Portugal",9762,C/I: Long Tail,In Stock,MSE494122_0,"Knowledge of some Atlantic islands, such as Madeira, existed before their formal discovery and settlement, as the islands were shown on maps as early as 1339.",Wine:Product Detail:Blandy's 5 Year Old Bual Madeira,NY,PA,USD,32.99,5,1,5,1,winery-image,2020-09-16T22:42:02+0000,750,19,,91,,,,,,,,,,,
w5728,https://www.wine.com/list/wine/7155/231,Lorenzo and Hailey Trefethen,https://www.wine.com/product/product/trefethen-dragons-tooth-red-blend-2019/1202454,Bordeaux Red Blends,131,Napa Valley,$54.99,"Napa Valley, California",1202454,C/I: Long Tail,In Stock,WBO30300263_2019,Trefethen Vineyards Lorenzo and Hailey Trefethen Winery Image,Wine:Product Detail:Trefethen Dragon's Tooth Red Blend 2019,NY,PA,USD,54.99,5,1,5,1,winery-image,2023-03-06T14:30:38+0000,750,14.3,,,,,,,,,,,,,
w5729,https://www.wine.com/list/wine/7155/231,2022 Rose Sainte-Victoire,https://www.wine.com/product/product/chateau-coussin-rose-sainte-victoire-2022/1260913,Rosé,28,Cotes de Provence,$22.99,"Cotes de Provence, Provence, South of France, France",1260913,C/I: Long Tail,In Stock,TEWFR490_22_2022,"Chateau Coussin Rose Sainte-Victoire 2022 from Cotes de Provence, Provence, South of France, France - A very pale pearl pink color. A sweet and subtle nose of wild strawberry with pleasant touches of mint. A long aromatic persistence in the mouth, with aromas of...",Wine:Product Detail:Chateau Coussin Rose Sainte-Victoire 2022,NY,PA,USD,22.99,5,1,,,,,750,12.5,,,,,,,,,,,,,
w5730,https://www.wine.com/list/wine/7155/231,Leone de Castris  Winery Image,https://www.wine.com/product/product/leone-de-castris-salice-salentino-riserva-2019/1140574,Negroamaro,1262,Italy,$23.99,Italy,1140574,C/I: Long Tail,In Stock,VIYITDCSARV7519_2019,Leone de Castris  Winery Image,Wine:Product Detail:Leone de Castris Salice Salentino Riserva 2019,NY,PA,USD,23.99,5,1,5,1,winery-image,2019-03-20T17:37:31+0000,750,14,,,,,,,,,,,,,
w5731,https://www.wine.com/list/wine/7155/231,Alvear  Winery Image,https://www.wine.com/product/product/alvear-tres-miradas-laderas-del-benavente-2019/788652,Pedro Ximénez,34,Montilla-Moriles,$23.99,"Montilla-Moriles, Spain",788652,C/I: Long Tail,In Stock,WDW10500100602619_2019,"Fernando Gimenez Alvear: 8th Generation at the helm of the winery. Fernando is responsible for bringing in the best oenologists to Montilla and Palacio Quemado to study, research, and protect the oldest vineyards in the area.",Wine:Product Detail:Alvear Tres Miradas Laderas del Benavente 2019,NY,PA,USD,23.99,5,1,5,1,winery-image,2020-04-16T17:45:14+0000,750,13,,,,,,,,,,,,,
w5732,https://www.wine.com/list/wine/7155/231,Barrel Cellar,https://www.wine.com/product/product/chateau-darmailhac-futures-pre-sale-2021/1017717,Bordeaux Red Blends,9,Pauillac,$44.97,"Pauillac, Bordeaux, France",1017717,C/I: Luxury BDX,In Stock,FNY1017717_2021,The Château d'Armailhac winery can contain more than a thousand barrels.,Wine:Product Detail:Chateau d'Armailhac (Futures Pre-Sale) 2021,NY,PA,USD,44.97,5,1,,,winery-image,2019-06-21T17:05:27+0000,750,13,93,,,93,,,,93,92,,,,
w5733,https://www.wine.com/list/wine/7155/231,Lungarotti Torgiano View,https://www.wine.com/product/product/lungarotti-rubesco-2019/929639,Other Red Blends,25,Umbria,$22.99,"Umbria, Italy",929639,C/I: Long Tail,In Stock,MSE454677_2019,Nice view of Torgiano from the Lungarotti vineyards and olive trees.,Wine:Product Detail:Lungarotti Rubesco 2019,NY,PA,USD,22.99,5,1,5,1,winery-image,2022-10-14T16:20:10+0000,750,14,92,,,,,,,,,,,,
w5734,https://www.wine.com/list/wine/7155/231,Point Ormond Map,https://www.wine.com/product/product/point-ormond-cabernet-sauvignon-2018/857460,Cabernet Sauvignon,63,Margaret River,$16.99,"Margaret River, Western Australia, Australia",857460,C/I: Long Tail,In Stock,SKRAUPTO0518_2018,Point Ormond Point Ormond Map Winery Image,Wine:Product Detail:Point Ormond Cabernet Sauvignon 2018,NY,PA,USD,16.99,5,1,5,1,winery-image,2020-06-29T22:03:59+0000,750,0,,,,,,,,,,,,,
w5735,https://www.wine.com/list/wine/7155/231,All Estate-Grown and Bottled,https://www.wine.com/product/product/highlands-41-pinot-noir-2020/753789,Pinot Noir,940,Monterey,$16.99,"Monterey, Central Coast, California",753789,C/I: Long Tail,In Stock,PIN987524_2020,"Highlands 41 grapes are grown in Creston Highlands and were once submerged under an ancient sea. Millions of years later, the limestone-rich soils produce nothing but the finest wines.",Wine:Product Detail:Highlands 41 Pinot Noir 2020,NY,PA,USD,16.99,5,1,5,1,winery-image,2021-05-10T17:44:18+0000,750,14.5,,,,,,,,,,,,,
w5736,https://www.wine.com/list/wine/7155/231,Zuccardi Winery,https://www.wine.com/product/product/zuccardi-poligonos-del-valle-de-uco-tupungato-semillon-2021/1309773,Semillon,114,Uco Valley,$34.99,"Uco Valley, Mendoza, Argentina",1309773,C/I: Long Tail,In Stock,WBO30309387_2021,Familia Zuccardi Vineyards Zuccardi Winery Winery Image,Wine:Product Detail:Zuccardi Poligonos del Valle de Uco Tupungato Semillon 2021,NY,PA,USD,34.99,5,1,,,winery-image,2020-04-03T15:37:38+0000,750,13,94,,,,,,,,,,,,
w5737,https://www.wine.com/list/wine/7155/231,Il Palagio Harvest,https://www.wine.com/product/product/il-palagio-roxanne-toscana-rosso-2019/786606,Tuscan Blends,127,Tuscany,$22.99,"Tuscany, Italy",786606,C/I: Long Tail,In Stock,PIN531754_2019,Il Palagio Il Palagio Harvest Winery Image,Wine:Product Detail:Il Palagio Roxanne Toscana Rosso 2019,NY,PA,USD,22.99,5,1,5,1,winery-image,2019-04-05T20:57:12+0000,750,0,,,,,,,,,,,,,
w5738,https://www.wine.com/list/wine/7155/231,Bodegas Bhilar Vineyard,https://www.wine.com/product/product/bodegas-bhilar-phinca-el-vedao-garnacha-2018/1202417,Grenache,558,Rioja,$33.99,"Rioja, Spain",1202417,C/I: Long Tail,In Stock,REG760182718_2018,Bodegas Bhilar Bodegas Bhilar Vineyard Winery Image,Wine:Product Detail:Bodegas Bhilar Phinca El Vedao Garnacha 2018,NY,PA,USD,33.99,5,1,,,winery-image,2020-05-01T14:52:37+0000,750,14.5,,,,,,,,93,,,,,
w5739,https://www.wine.com/list/wine/7155/231,Henriot Winery Video,https://www.wine.com/product/product/henriot-brut-souverain-15-liter-magnum/511968,Non-Vintage Sparkling Wine,86,Champagne,$119.99,"Champagne, France",511968,C/I: Exception,In Stock,PIN258914_0,Henriot Winery Video,Wine:Product Detail:Henriot Brut Souverain (1.5 Liter Magnum),NY,PA,USD,119.99,5,1,,,winery-video,2018-10-19T17:32:59+0000,1500,12,91,91,93,92,,90,91,90,,,,,
w5740,https://www.wine.com/list/wine/7155/231,2018 Vranec Special Selection,https://www.wine.com/product/product/tikves-vranec-special-selection-2018/783395,Other Red Wine,521,Macedonia (FYROM),$16.99,Macedonia (FYROM),783395,C/I: Long Tail,In Stock,DBWDB3572_18_2018,"Tikves Vranec Special Selection 2018 from Macedonia (FYROM) - The 2018 Tikves Vranec Special Selection is a deep ruby color. Pronounced aroma of overripe sour cherries, cooked blackberries, spicy notes of  cinnamon and toa...",Wine:Product Detail:Tikves Vranec Special Selection 2018,NY,PA,USD,16.99,5,1,5,1,,,750,14,,,,,,,,,,,,,
w5741,https://www.wine.com/list/wine/7155/231,The Girard Family Portfolio,https://www.wine.com/product/product/girard-petite-sirah-2021/1236721,Petite Sirah,318,Napa Valley,$37.99,"Napa Valley, California",1236721,C/I: Popular,In Stock,PIN578627_2021,Girard The Girard Family Portfolio Winery Image,Wine:Product Detail:Girard Petite Sirah 2021,NY,PA,USD,37.99,5,1,,,winery-image,2020-04-20T17:17:14+0000,750,14.5,91,,,,,,,,,,,,
w5742,https://www.wine.com/list/wine/7155/231,Meyer-Fonne  Winery Image,https://www.wine.com/product/product/meyer-fonne-reserve-gewurztraminer-2020/1241010,Gewurztraminer,67,Alsace,$33.99,"Alsace, France",1241010,C/I: Long Tail,In Stock,KERKL20FMF41_2020,Felix Meyer,Wine:Product Detail:Meyer-Fonne Reserve Gewurztraminer 2020,NY,PA,USD,33.99,5,1,,,winery-image,2019-03-13T16:03:11+0000,750,13.5,91,,,,,,,,,,,,
w5743,https://www.wine.com/list/wine/7155/231,Owner/Vitner Kenny Kahn ,https://www.wine.com/product/product/blue-rock-baby-blue-red-2020/1148511,Other Red Blends,492,Alexander Valley,$33.99,"Alexander Valley, Sonoma County, California",1148511,C/I: Long Tail,In Stock,WBO30286831_2020,Blue Rock Vineyard Owner/Vitner Kenny Kahn  Winery Image,Wine:Product Detail:Blue Rock Baby Blue Red 2020,NY,PA,USD,33.99,5,1,5,1,winery-image,2020-04-13T18:49:16+0000,750,14.4,90,,,,,,,,,,,,
w5744,https://www.wine.com/list/wine/7155/231,J. Lohr Vineyards & Wines  Winery Image,https://www.wine.com/product/product/j-lohr-bay-mist-white-riesling-2022/1258542,Riesling,963,Monterey,$14.99,"Monterey, Central Coast, California",1258542,C/I: Popular,In Stock,PIN547006_2022,"The J. Lohr San Jose Wine Center is about 1 mile south of The Alameda exit off Hwy. 880, in the heart of urban wine country just moments from downtown San Jose and the San Jose International Airport.",Wine:Product Detail:J. Lohr Bay Mist White Riesling 2022,NY,PA,USD,14.99,5,1,,,winery-image,2019-07-30T16:35:50+0000,750,12,,,,,,,,,,,,,
w5745,https://www.wine.com/list/wine/7155/231,Cantele Tasting Room,https://www.wine.com/product/product/cantele-primitivo-2022/1312688,Primitivo,1817,Puglia,$17.99,"Puglia, Italy",1312688,C/I: Popular,In Stock,VIYITCAPT7522_2022,Cantele Cantele Tasting Room Winery Image,Wine:Product Detail:Cantele Primitivo 2022,NY,PA,USD,17.99,5,1,,,winery-image,2019-11-19T21:55:19+0000,750,14,,,,,,,,,,,,,
w5746,https://www.wine.com/list/wine/7155/231,Pulenta Estate Barrel Room,https://www.wine.com/product/product/pulenta-la-flor-malbec-2020/877981,Malbec,496,Mendoza,$16.99,"Mendoza, Argentina",877981,C/I: Long Tail,In Stock,PIN532700_2020,"Elegant, of great structure and with an unmistakable aroma... so are the wines of Pulenta estate. Made with the wisdom that Angelo Pulenta brought from Italy.",Wine:Product Detail:Pulenta La Flor Malbec 2020,NY,PA,USD,16.99,5,1,,,winery-image,2019-09-27T16:41:49+0000,750,0,91,,,,,,,,,,,,
w5747,https://www.wine.com/list/wine/7155/231,Villa Wolf Winery Image,https://www.wine.com/product/product/villa-wolf-pfalz-pinot-noir-2020/979420,Pinot Noir,186,Pfalz,$16.99,"Pfalz, Germany",979420,C/I: Long Tail,In Stock,WBO30287792_2020,The Classic Sandstone and Pebble Soils of the Pfalz,Wine:Product Detail:Villa Wolf Pfalz Pinot Noir 2020,NY,PA,USD,16.99,5,1,5,1,winery-image,2019-12-13T23:37:37+0000,750,13,,,,,,,,,,,,,
w5748,https://www.wine.com/list/wine/7155/231,Niepoort  Winery Image,https://www.wine.com/product/product/niepoort-tawny-port/147387,Port,14,Douro,$16.99,"Douro, Portugal",147387,C/I: Long Tail,In Stock,PSLPNP063_0,Niepoort  Winery Image,Wine:Product Detail:Niepoort Tawny Port,NY,PA,USD,16.99,5,1,5,1,winery-image,2019-07-25T21:32:26+0000,750,20,,,,,,,,,,,,,
w5749,https://www.wine.com/list/wine/7155/231,View from the Vineyards at Jelu,https://www.wine.com/product/product/jelu-zonda-valley-syrah-2017/1323170,Syrah/Shiraz,29,San Juan,$16.99,"San Juan, Argentina",1323170,C/I: Long Tail,In Stock,TEWAR155_17_2017,Jelu View from the Vineyards at Jelu Winery Image,Wine:Product Detail:Jelu Zonda Valley Syrah 2017,NY,PA,USD,16.99,5,1,,,winery-image,2021-08-06T18:14:52+0000,750,13.5,,,,92,,,,,,,,,
w5750,https://www.wine.com/list/wine/7155/231,Chester Osborn,https://www.wine.com/product/product/darenberg-the-stump-jump-red-blend-2019/906335,Bordeaux Red Blends,63,McLaren Vale,$16.99,"McLaren Vale, South Australia, Australia",906335,C/I: Long Tail,In Stock,WLD18759_2019,"Since 1912 the Osborn family have tended vineyards in McLaren Vale, South Australia. Today fourth generation family member, Chester, makes distinctive wines using traditional methods both in the vineyard and the winery.",Wine:Product Detail:d'Arenberg The Stump Jump Red Blend 2019,NY,PA,USD,16.99,5,1,5,1,winery-image,2019-03-25T19:50:44+0000,750,13.5,,,,,,,,,,,,,
w5751,https://www.wine.com/list/wine/7155/232,Montemasso Vineyards,https://www.wine.com/product/product/ruffino-moscato-dasti-2021/1017568,Muscat,359,Asti,$18.99,"Asti, Piedmont, Italy",1017568,C/I: Popular,In Stock,PIN168399_2021,Ruffino Montemasso Vineyards Winery Image,Wine:Product Detail:Ruffino Moscato d'Asti 2021,NY,PA,USD,18.99,5,1,5,1,winery-image,2018-03-30T22:57:54+0000,750,6,,,,,,,,,,,,,
w5752,https://www.wine.com/list/wine/7155/232,Jean-Marc & Eliane Lafage,https://www.wine.com/product/product/domaine-lafage-bastide-miraflors-vieilles-vignes-2019/856238,Rhone Red Blends,155,Côtes du Roussillon,$18.99,"Côtes du Roussillon, Roussillon, South of France, France",856238,C/I: Popular,In Stock,MSE435570_2019,Proprietors and Winemakers,Wine:Product Detail:Domaine Lafage Bastide Miraflors Vieilles Vignes 2019,NY,PA,USD,18.99,5,1,5,1,winery-image,2018-09-26T23:24:30+0000,750,0,,,,,,,,91,,,,,
w5753,https://www.wine.com/list/wine/7155/232,2022 Vinho Verde Rose,https://www.wine.com/product/product/vera-vinho-verde-rose-2022/1302023,Rosé,1208,Portugal,$15.99,Portugal,1302023,C/I: Long Tail,In Stock,ONYOBVVVR75_22_2022,"Vera Vinho Verde Rose 2022 from Portugal - This house was the first to ever produce a Rosé in the Vinho Verde DOC, back in 1991. The blend is mostly Vinhão or ""big wine"" in Portuguese. Vinhão is tinturie...",Wine:Product Detail:Vera Vinho Verde Rose 2022,NY,PA,USD,15.99,5,1,,,,,750,0,,,,,,,,,,,,,
w5754,https://www.wine.com/list/wine/7155/232,The King Estate Barrel Room,https://www.wine.com/product/product/king-estate-willamette-valley-chardonnay-2019/780911,Chardonnay,649,Willamette Valley,$22.99,"Willamette Valley, Oregon",780911,C/I: Long Tail,In Stock,WBO30282485_2019,King Estate The King Estate Barrel Room Winery Image,Wine:Product Detail:King Estate Willamette Valley Chardonnay 2019,NY,PA,USD,22.99,5,1,5,1,winery-image,2018-08-10T19:45:06+0000,750,13.5,91,89,,,,91,,,,,,,
w5755,https://www.wine.com/list/wine/7155/232,,https://www.wine.com/product/product/viski-4-piece-crystal-and-stainless-steel-barware-set/521799,Serve & Preserve,48,,$69.99,,521799,,In Stock,TRU5307NY_0,"Viski 4-Piece Crystal & Stainless Steel Barware Set from  - Meet a mixology selection guaranteed to raise the bar. Our 4-piece professional-grade stainless steel barware set is perfect for creating cocktails of quality, ...",Accessories:Product Detail:Viski 4-Piece Crystal & Stainless Steel Barware Set,NY,PA,USD,69.99,5,1,,,,,0,0,,,,,,,,,,,,,
w5756,https://www.wine.com/list/wine/7155/232,Albarino Vineyards Planted on Trellises,https://www.wine.com/product/product/lagar-da-condesa-o-fillo-da-condesa-2022/1295911,Albarino,126,Rias Baixas,$16.99,"Rias Baixas, Spain",1295911,C/I: Long Tail,In Stock,OPI76789_2022,Lagar da Condesa Albarino Vineyards Planted on Trellises Winery Image,Wine:Product Detail:Lagar da Condesa O Fillo da Condesa 2022,NY,PA,USD,16.99,5,1,,,winery-image,2020-09-18T15:29:56+0000,750,0,,,,,,,,,,,,,
w5757,https://www.wine.com/list/wine/7155/232,Bodegas LAN Barrels,https://www.wine.com/product/product/bodegas-lan-culmen-reserva-2017/833101,Tempranillo,312,Rioja,$74.99,"Rioja, Spain",833101,C/I: Popular,In Stock,TON9901_17_6PK_2017,Bodegas LAN also painstakingly select and test their oak barrels and have even pioneered a hybrid barrel - American staves with French oak heads - which they feel imparts the best characteristics of both types of oak on a wine.,Wine:Product Detail:Bodegas Lan Culmen Reserva 2017,NY,PA,USD,74.99,5,1,5,1,winery-image,2020-06-24T14:12:55+0000,750,14,94,92,,,,,,,,,,,
w5758,https://www.wine.com/list/wine/7155/232,Bendigo Vineyard,https://www.wine.com/product/product/quartz-reef-methode-traditionnelle-brut/143658,Non-Vintage Sparkling Wine,34,Central Otago,$32.99,"Central Otago, New Zealand",143658,C/I: Long Tail,In Stock,WDGWDQRMTNV_0,Looking Southwest towards Pisa Range.,Wine:Product Detail:Quartz Reef Methode Traditionnelle Brut,NY,PA,USD,32.99,5,1,5,1,winery-image,2019-08-09T19:36:58+0000,750,12.5,92,90,91,,,,90,90,,,,,
