,search_url,name,wine_url,productVarietal,productStock,productRegion,productPrice,productOrigin,productID,productCompetitiveIntensity,ProductAvailability,pProductID,description,pageName,shippingRegion,shipToState,priceCurrency,price,averageRating_bestRating,averageRating_worstRating,bestRating,worstRating,additionalType,uploadDate,prodAlcoholVolume_text,prodAlcoholPercent_percent,JS,WS,WW,D,BH,W&S,WE,RP,JD,SJ,V,CG,TP
w1085,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Blanc de Blancs d'Ay,https://www.wine.com/product/product/gaston-chiquet-blanc-de-blancs-day/147537,Non-Vintage Sparkling Wine,27,Champagne,$63.99,"Champagne, France",147537,C/I: Long Tail,In Stock,SKRFRKCQ02NV_0,"Gaston Chiquet Blanc de Blancs d'Ay from Champagne, France - Vibrant yellow-green hue, fine mousse. Delicate and fruity nose: citrus, pineapple, grapefruit with a hint of lemon. Lively palate with the finesse of Chardonna...",Wine:Product Detail:Gaston Chiquet Blanc de Blancs d'Ay,NY,PA,USD,63.99,5,1,5,1,,,750,12.5,,90,93,,,,,92,,,,,
w1086,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Los Vascos  Winery Image,https://www.wine.com/product/product/los-vascos-le-dix-2017/1059565,Cabernet Sauvignon,362,Colchagua Valley,$69.99,"Colchagua Valley, Rapel Valley, Chile",1059565,C/I: Popular,In Stock,EDV131225_2017_2017,Los Vascos  Winery Image,Wine:Product Detail:Los Vascos Le Dix 2017,NY,PA,USD,69.99,5,1,,,winery-image,2019-11-14T00:35:56+0000,750,14.5,95,92,,93,,,,,,,,,
w1087,https://www.wine.com/list/wine/wine-spectator/7155-202/44,2018 Savennieres La Jalousie,https://www.wine.com/product/product/domaine-du-closel-savennieres-la-jalousie-2018/1163901,Chenin Blanc,27,Anjou,$51.99,"Anjou, Loire, France",1163901,C/I: Long Tail,In Stock,DBWDB0316_18_2018,"Domaine du Closel Savennieres La Jalousie 2018 from Anjou, Loire, France - Produced from their young vines from the first harvest selection, this Savennieres is a charming wine energized with aromas of citrus & white flowers, balanced ...",Wine:Product Detail:Domaine du Closel Savennieres La Jalousie 2018,NY,PA,USD,51.99,5,1,,,,,750,13.5,,92,,,,,90,92,,,,,
w1088,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Tenuta Guado al Tasso Estate,https://www.wine.com/product/product/antinori-muffato-500ml-2009/578322,Other Dessert,28,Tuscany,$63.99,"Tuscany, Italy",578322,C/I: Long Tail,In Stock,PIN953525_2009,Tenuta Guado al Tasso is located in the small but prestigious Bolgheri DOC. This appellation has relatively recent history being approved in 1994 and since than it has become an internationally recognized reference point for winemaking.,Wine:Product Detail:Antinori Muffato (500ML) 2009,NY,PA,USD,63.99,5,1,5,1,winery-image,2023-03-10T23:38:02+0000,500,0,,91,,,,90,,96,,,,,
w1089,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Marie Annick Dutreil - Label Artist,https://www.wine.com/product/product/jean-luc-colombo-cotes-du-rhone-les-abeilles-2019/1052639,Rhone Red Blends,380,Cotes du Rhone,$16.99,"Cotes du Rhone, Rhone, France",1052639,C/I: Popular,In Stock,EDV71595_2019_2019,Jean-Luc Colombo Marie Annick Dutreil - Label Artist Winery Image,Wine:Product Detail:Jean-Luc Colombo Cotes du Rhone Les Abeilles 2019,NY,PA,USD,16.99,5,1,,,winery-image,2019-04-05T20:50:39+0000,750,13.5,,90,,,,,90,,,,,,
w1090,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Inside the Cellar,https://www.wine.com/product/product/caiarossa-2010/599620,Tuscan Blends,20,Tuscany,$67.99,"Tuscany, Italy",599620,C/I: Exception,In Stock,WBYCAIAROSSA2010_2010,"Inspired by geo-dynamic studies and by the principles of Feng Shui, the cellars were constructed utilizing precisely these precepts in the choice of forms, materials, colors, and exposure.",Wine:Product Detail:Caiarossa 2010,NY,PA,USD,67.99,5,1,5,1,winery-image,2019-03-02T01:24:23+0000,750,14.5,94,90,,,,,92,93,,,,,
w1091,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Christian Moreau Winery Image,https://www.wine.com/product/product/christian-moreau-chablis-vaillon-premier-cru-2020/1150663,Chardonnay,24,Chablis,$63.99,"Chablis, Burgundy, France",1150663,C/I: Long Tail,In Stock,WLD18165_2020,Christian Moreau Winery Image,Wine:Product Detail:Christian Moreau Chablis Vaillon Premier Cru 2020,NY,PA,USD,63.99,5,1,,,winery-image,2019-03-07T22:49:10+0000,750,13,,91,,,91,,,,,,90,,
w1092,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Vina Real  Winery Image,https://www.wine.com/product/product/vina-real-gran-reserva-2016/1192984,Tempranillo,615,Rioja,$66.99,"Rioja, Spain",1192984,C/I: Popular,In Stock,CGM57566_2016,Old bush Vines in Rioja Alavesaof Tempranillo ,Wine:Product Detail:Vina Real Gran Reserva 2016,NY,PA,USD,66.99,5,1,,,winery-image,2022-09-14T01:16:56+0000,750,0,95,91,,,,,,95,,,,,
w1093,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Weingut Willi Schaefer Winemaking,https://www.wine.com/product/product/weingut-willi-schaefer-graacher-domprobst-riesling-spatlese-number-5-2018/678570,Riesling,17,Mosel,$63.99,"Mosel, Germany",678570,C/I: Long Tail,In Stock,SKRDEWSH4118_2018,Weingut Willi Schaefer Weingut Willi Schaefer Winemaking Winery Image,Wine:Product Detail:Weingut Willi Schaefer Graacher Domprobst Riesling Spatlese Number 5 2018,NY,PA,USD,63.99,5,1,,,winery-image,2020-10-21T15:09:23+0000,750,0,94,92,,,,,,,,,,,
w1094,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Boston Bual Madeira,https://www.wine.com/product/product/rare-wine-co-boston-bual-madeira/209801,Madeira,22,Madeira,$61.99,"Madeira, Portugal",209801,C/I: Long Tail,In Stock,PSLMRW001_0,"Rare Wine Co. Boston Bual Madeira from Madeira, Portugal - Sweeter than either Charleston Sercial or Savannah Verdelho, Boston Bual still boasts incredible balance and refreshing acidity. The hallmark of this wine is it...",Wine:Product Detail:Rare Wine Co. Boston Bual Madeira,NY,PA,USD,61.99,5,1,5,1,,,750,19,,93,,,,,93,92,,,,,
w1095,https://www.wine.com/list/wine/wine-spectator/7155-202/44,St. Innocent Winery Winery Image,https://www.wine.com/product/product/st-innocent-shea-vineyard-pinot-noir-2018/1184366,Pinot Noir,131,Yamhill-Carlton District,$67.99,"Yamhill-Carlton District, Willamette Valley, Oregon",1184366,C/I: Popular,In Stock,WBO30297365_2018,St. Innocent Winery Winery Image,Wine:Product Detail:St. Innocent Shea Vineyard Pinot Noir 2018,NY,PA,USD,67.99,5,1,,,winery-image,2018-02-01T23:41:45+0000,750,13.5,93,93,,,,,,,,,94,,
w1096,https://www.wine.com/list/wine/wine-spectator/7155-202/44,"Darrell Holbrook, Winemaker, The Cusp",https://www.wine.com/product/product/el-pino-club-high-haven-pinot-noir-2020/989623,Pinot Noir,4,Anderson Valley,$61.99,"Anderson Valley, Mendocino, California",989623,C/I: Long Tail,In Stock,PIN536187_2020,Winemaker for The Cusp,Wine:Product Detail:El Pino Club High Haven Pinot Noir 2020,NY,PA,USD,61.99,5,1,,,winery-image,2020-08-17T23:05:05+0000,750,14.9,,93,,,,,90,,,,,,
w1097,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Harvest at Iron Horse,https://www.wine.com/product/product/iron-horse-ocean-reserve-blanc-de-blancs-2018/1172020,Vintage Sparkling Wine,36,Green Valley,$61.99,"Green Valley, Russian River, Sonoma County, California",1172020,C/I: Long Tail,In Stock,VNT1050030018_01_2018,Iron Horse Harvest at Iron Horse Winery Image,Wine:Product Detail:Iron Horse Ocean Reserve Blanc de Blancs 2018,NY,PA,USD,61.99,5,1,,,winery-image,2018-03-18T00:02:24+0000,750,13.5,,92,,,,93,,,,,,,
w1098,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Soléna Estate Lakeside Seating ,https://www.wine.com/product/product/solena-estate-grand-cuvee-pinot-noir-2021/1155637,Pinot Noir,245,Willamette Valley,$32.99,"Willamette Valley, Oregon",1155637,C/I: Popular,In Stock,WLD19849_2021,Unwind for the evening at our Lakeside Guesthouse. Sip fabulous Pinot noir while watching the evening sunset over the costal mountain range. ,Wine:Product Detail:Solena Estate Grand Cuvee Pinot Noir 2021,NY,PA,USD,32.99,5,1,5,1,winery-image,2020-05-11T18:40:51+0000,750,13.5,,92,,,,,,,,,,,
w1099,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Merum Priorati Vineyards,https://www.wine.com/product/product/merum-priorati-inici-2019/921144,Other Red Blends,174,Priorat,$32.99,"Priorat, Spain",921144,C/I: Long Tail,In Stock,TON97282_19_2019,Merum Priorati Merum Priorati Vineyards Winery Image,Wine:Product Detail:Merum Priorati Inici 2019,NY,PA,USD,32.99,5,1,5,1,winery-image,2021-10-22T19:29:07+0000,750,15,91,90,92,,,,,,,,,,
w1100,https://www.wine.com/list/wine/wine-spectator/7155-202/44,Ca' Del Pipa Vineyard,https://www.wine.com/product/product/michele-castellani-colle-christi-amarone-della-valpolicella-classico-2017/1233476,Other Red Blends,124,Valpolicella,$61.99,"Valpolicella, Veneto, Italy",1233476,C/I: Long Tail,In Stock,OPI52014_2017,"Vines are traditionally pergola-trained, according to the typical “pergola Veronese” system, but there are several vineyards grown with the guyot system. ",Wine:Product Detail:Michele Castellani Colle Christi Amarone della Valpolicella Classico 2017,NY,PA,USD,61.99,5,1,,,winery-image,2022-07-08T16:47:37+0000,750,15.5,93,92,,,,,,,,,,,
w1101,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Veuve Fourny et Fils  Winery Image,https://www.wine.com/product/product/veuve-fourny-et-fils-blanc-de-blancs-brut-premier-cru/645856,Non-Vintage Sparkling Wine,12,Champagne,$49.99,"Champagne, France",645856,C/I: Long Tail,In Stock,WBO30075028_0,Veuve Fourny et Fils  Winery Image,Wine:Product Detail:Veuve Fourny et Fils Blanc de Blancs Brut Premier Cru,NY,PA,USD,49.99,5,1,5,1,winery-image,2018-08-17T20:23:36+0000,750,12,,91,,,,90,,,,,,,
w1102,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Schramsberg,https://www.wine.com/product/product/schramsberg-mirabelle-brut/6609,Non-Vintage Sparkling Wine,512,North Coast,$29.99,"North Coast, California",6609,C/I: Popular,In Stock,WDW100006401526NV_0,Schramsberg is a registered historic landmark.,Wine:Product Detail:Schramsberg Mirabelle Brut,NY,PA,USD,29.99,5,1,5,1,winery-image,2020-12-21T22:17:02+0000,750,12.8,,92,,,,,90,,,,,,
w1103,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Croft Quinta da Roêda Vineyards,https://www.wine.com/product/product/croft-fine-ruby/125194,Port,372,Douro,$14.99,"Douro, Portugal",125194,C/I: Long Tail,In Stock,CGM10137_0,Croft Croft Quinta da Roêda Vineyards Winery Image,Wine:Product Detail:Croft Fine Ruby,NY,PA,USD,14.99,5,1,5,1,winery-image,2020-09-11T18:28:20+0000,750,20,,90,,,,,,,,,,,
w1104,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Vineyard Views & More,https://www.wine.com/product/product/mt-beautiful-pinot-noir-2018/759591,Pinot Noir,33,Canterbury,$26.99,"Canterbury, New Zealand",759591,C/I: Popular,In Stock,MSE473107_2018,Hike to the winery’s observatory on Mt. John for some serious stargazing.,Wine:Product Detail:Mt. Beautiful Pinot Noir 2018,NY,PA,USD,26.99,5,1,5,1,winery-image,2021-06-25T14:36:19+0000,750,13.5,90,90,90,,,,,,,,,,
w1105,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Winemaking,https://www.wine.com/product/product/purple-hands-latchkey-vineyard-pinot-noir-2021/1135416,Pinot Noir,236,Dundee Hills,$65.99,"Dundee Hills, Willamette Valley, Oregon",1135416,C/I: MAP,In Stock,TON70960_21_2021,"Using traditional winemaking techniques, owner Cody Wright and his wife strive to produce wines that convey an honest expression of each of their vineyards—its grapevines and cultivation, soil and stone, sunshine and rain.",Wine:Product Detail:Purple Hands Latchkey Vineyard Pinot Noir 2021,NY,PA,USD,65.99,5,1,5,1,winery-image,2021-05-12T15:42:24+0000,750,13.5,94,93,92,,,,,,,,,,
w1106,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Frescobaldi Family,https://www.wine.com/product/product/frescobaldi-tenuta-perano-chianti-classico-2018/819331,Sangiovese,254,Chianti Classico,$29.99,"Chianti Classico, Chianti, Tuscany, Italy",819331,C/I: Long Tail,In Stock,PIN513714_2018,"For 700 years the Frescobaldi family has combined tradition, experience, and innovation with creativity and the pursuit of excellence.",Wine:Product Detail:Frescobaldi Tenuta Perano Chianti Classico 2018,NY,PA,USD,29.99,5,1,,,winery-image,2018-08-21T22:49:52+0000,750,14,,91,,,,,,,,,,,
w1107,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Champagne Pommery  Winery Image,https://www.wine.com/product/product/pommery-brut-royal-rose/1772,Sparkling Rosé,291,Champagne,$69.99,"Champagne, France",1772,C/I: Long Tail,In Stock,PIN546721_0,Champagne Pommery  Winery Image,Wine:Product Detail:Pommery Brut Royal Rose,NY,PA,USD,69.99,5,1,5,1,winery-image,2018-02-01T23:41:53+0000,750,12.5,92,91,,,,91,,,,,,,
w1108,https://www.wine.com/list/wine/wine-spectator/7155-202/45,"Winemaker, Jesus Jimenez",https://www.wine.com/product/product/numanthia-toro-2017/1184086,Tempranillo,73,Toro,$64.99,"Toro, Spain",1184086,C/I: Exception,In Stock,CGM55946_2017,"Jesus Jimenez began working for a grant project dealing with water usage in vineyards and other culture, after completing two degrees as Agricultural Engineer and a Viticulture and Enology Master Degree, delivered by UNESCO. ",Wine:Product Detail:Numanthia Toro 2017,NY,PA,USD,64.99,5,1,,,winery-image,2019-04-16T18:13:08+0000,750,0,96,93,,,,,,93,,,,,
w1109,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Marimar and Cristina with Dog Statues,https://www.wine.com/product/product/marimar-estate-don-miguel-vineyard-la-masia-pinot-noir-2018/1030976,Pinot Noir,156,Russian River,$59.99,"Russian River, Sonoma County, California",1030976,C/I: Long Tail,In Stock,VIYUSMAPNM7518_2018,"Marimar and Cristina Torres with Bonita, Chico and their statues, created by the local artist Patrick Amiot.",Wine:Product Detail:Marimar Estate Don Miguel Vineyard La Masia Pinot Noir 2018,NY,PA,USD,59.99,5,1,,,winery-image,2020-03-26T16:21:07+0000,750,14,92,94,,91,,,92,,,,,,
w1110,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Henriot Winery Video,https://www.wine.com/product/product/henriot-brut-rose/87599,Sparkling Rosé,217,Champagne,$84.99,"Champagne, France",87599,C/I: Long Tail,In Stock,PIN944168_0,Henriot Winery Video,Wine:Product Detail:Henriot Brut Rose,NY,PA,USD,84.99,5,1,5,1,winery-video,2018-10-19T17:32:59+0000,750,12,92,90,93,95,,90,92,,,,,,93
w1111,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Brut Tradition,https://www.wine.com/product/product/gaston-chiquet-brut-tradition/9253,Non-Vintage Sparkling Wine,28,Champagne,$56.99,"Champagne, France",9253,C/I: Long Tail,In Stock,SKRFRKCQ01NV_0,"Gaston Chiquet Brut Tradition from Champagne, France - #86 Wine Spectator Top 100 of 2022Golden yellow hue, fine mousse. Fresh nose of dried fruit (apricot) with a hint of citrus. Smooth palate (Meunier); fresh, bal...",Wine:Product Detail:Gaston Chiquet Brut Tradition,NY,PA,USD,56.99,5,1,5,1,,,750,12.5,,90,,,,,,90,,,,,
w1112,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Bodegas LAN Barrels,https://www.wine.com/product/product/bodegas-lan-rioja-edicion-limitada-2019/1043129,Tempranillo,648,Rioja,$57.99,"Rioja, Spain",1043129,C/I: Long Tail,In Stock,TON98008_19_6PK_2019,Bodegas LAN also painstakingly select and test their oak barrels and have even pioneered a hybrid barrel - American staves with French oak heads - which they feel imparts the best characteristics of both types of oak on a wine.,Wine:Product Detail:Bodegas Lan Rioja Edicion Limitada 2019,NY,PA,USD,57.99,5,1,5,1,winery-image,2020-06-24T14:12:55+0000,750,14,,93,,,,,,,,,,,
w1113,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Roc des Boutires Winery,https://www.wine.com/product/product/roc-des-boutires-pouilly-fuisse-2020/1224743,Chardonnay,4,Pouilly-Fuisse,$57.99,"Pouilly-Fuisse, Maconnais, Burgundy, France",1224743,C/I: Long Tail,In Stock - Last Call,WDW10000500352420_2020,Domaine du Roc des Boutires Roc des Boutires Winery Winery Image,Wine:Product Detail:Roc des Boutires Pouilly-Fuisse 2020,NY,PA,USD,57.99,5,1,,,winery-image,2020-11-05T21:12:54+0000,750,13,91,90,,,,91,,,,,,,
w1114,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Tenuta Argentiera Cellar,https://www.wine.com/product/product/argentiera-villa-donoratico-bolgheri-2020/1236507,Bordeaux Red Blends,527,Bolgheri,$58.99,"Bolgheri, Tuscany, Italy",1236507,C/I: Long Tail,In Stock,TON83545_20_2020,"Argentiera’s 80 hectares of vineyards are spread across five sites, with every plot harvested and vinified separately, exclusively in stainless steel, to preserve the character and fruity complexity lent by terroir variations.",Wine:Product Detail:Argentiera Villa Donoratico Bolgheri 2020,NY,PA,USD,58.99,5,1,5,1,winery-image,2019-03-01T02:17:55+0000,750,14.5,93,90,,,,,,93,93,,,,
w1115,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Chateau de Rouanne  Winery Image,https://www.wine.com/product/product/chateau-de-rouanne-vinsobres-rouge-2019/843026,Rhone Red Blends,2471,Vinsobres,$28.99,"Vinsobres, Rhone, France",843026,C/I: Long Tail,In Stock,WBO30281036_2019,Chateau de Rouanne  Winery Image,Wine:Product Detail:Chateau de Rouanne Vinsobres Rouge 2019,NY,PA,USD,28.99,5,1,5,1,winery-image,2020-02-18T16:57:22+0000,750,15.52,,92,,,,,,,90,,,,
w1116,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Fattoria di Basciano Winery Image,https://www.wine.com/product/product/fattoria-di-basciano-chianti-rufina-riserva-2015/525996,Sangiovese,8,Chianti,$28.99,"Chianti, Tuscany, Italy",525996,C/I: Long Tail,In Stock - Last Call,VTEBSCN15CHRICA0_2015,Fattoria di Basciano Winery Image,Wine:Product Detail:Fattoria di Basciano Chianti Rufina Riserva 2015,NY,PA,USD,28.99,5,1,,,winery-image,2018-02-01T23:41:36+0000,750,14,92,92,,,,,,,,,,,
w1117,https://www.wine.com/list/wine/wine-spectator/7155-202/45,The Cellar,https://www.wine.com/product/product/delamotte-brut-rose/88693,Sparkling Rosé,1,Champagne,$99.99,"Champagne, France",88693,C/I: Long Tail,In Stock,PIN899227_0,Delamotte The Cellar Winery Image,Wine:Product Detail:Delamotte Brut Rose,NY,PA,USD,99.99,5,1,5,1,winery-image,2019-02-14T22:38:44+0000,750,12,93,91,,,,90,92,90,92,,,,
w1118,https://www.wine.com/list/wine/wine-spectator/7155-202/45,2019 Pinotage,https://www.wine.com/product/product/beeslaar-pinotage-2019/863390,Pinotage,146,Stellenbosch,$59.99,"Stellenbosch, South Africa",863390,C/I: Long Tail,In Stock,WBO30286740_2019,"Beeslaar Pinotage 2019 from Stellenbosch, South Africa - Concentrated aromas of black cherries, Christmas cake, wild strawberries, plums and cinnamon spice. The nose has that typical Beeslaar perfumed character, with ...",Wine:Product Detail:Beeslaar Pinotage 2019,NY,PA,USD,59.99,5,1,,,,,750,14.5,92,90,,,,,93,,,,,,
w1119,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Fontanafredda in Winter,https://www.wine.com/product/product/fontanafredda-serralunga-dalba-barolo-2018/1041842,Nebbiolo,1212,Barolo,$59.99,"Barolo, Piedmont, Italy",1041842,C/I: Long Tail,In Stock,EDV110736_2018_2018,Fontanafredda Fontanafredda in Winter Winery Image,Wine:Product Detail:Fontanafredda Serralunga d'Alba Barolo 2018,NY,PA,USD,59.99,5,1,,,winery-image,2018-09-05T18:50:27+0000,750,14.5,92,92,,,,,,,,,,,
w1120,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Gonet-Medeville Winery Image,https://www.wine.com/product/product/gonet-medeville-brut-blanc-de-noirs-premier-cru/147287,Non-Vintage Sparkling Wine,42,Champagne,$56.99,"Champagne, France",147287,C/I: Long Tail,In Stock,MSE377205_0,Gonet-Medeville Winery Image,Wine:Product Detail:Gonet-Medeville Brut Blanc de Noirs Premier Cru,NY,PA,USD,56.99,5,1,5,1,winery-image,2018-02-01T23:41:23+0000,750,12.5,,91,,,,,,93,,,,,
w1121,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Croft Quinta da Roêda Vineyards,https://www.wine.com/product/product/croft-vintage-port-375ml-half-bottle-2017/539517,Port,47,Douro,$49.99,"Douro, Portugal",539517,C/I: Exception,In Stock,CGM43710_2017,Croft Croft Quinta da Roêda Vineyards Winery Image,Wine:Product Detail:Croft Vintage Port (375ML half-bottle) 2017,NY,PA,USD,49.99,5,1,5,1,winery-image,2020-09-11T18:28:20+0000,375,20,97,97,,96,,95,93,95,,,,,
w1122,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Baltimore Rainwater Madeira,https://www.wine.com/product/product/rare-wine-co-baltimore-rainwater-madeira/209804,Madeira,23,Madeira,$55.99,"Madeira, Portugal",209804,C/I: Long Tail,In Stock,PSLMRW007_0,"Rare Wine Co. Baltimore Rainwater Madeira from Madeira, Portugal - Rainwater took its name from its pale color and delicate texture and flavor. Yet, the origins of the style are shrouded in mystery. Some attributed it to a Sava...",Wine:Product Detail:Rare Wine Co. Baltimore Rainwater Madeira,NY,PA,USD,55.99,5,1,5,1,,,750,18,,91,,,,,,91,,,,,
w1123,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Pascual Toso Barrel Room,https://www.wine.com/product/product/pascual-toso-alta-malbec-2020/1070767,Malbec,1600,Mendoza,$55.99,"Mendoza, Argentina",1070767,C/I: Long Tail,In Stock,QWITSAMB206_2020,Pascual Toso  Pascual Toso Barrel Room Winery Image,Wine:Product Detail:Pascual Toso Alta Malbec 2020,NY,PA,USD,55.99,5,1,,,winery-image,2019-02-15T23:45:37+0000,750,14,94,92,,,,,,,,,,,
w1124,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Gran Moraine  Winery Image,https://www.wine.com/product/product/gran-moraine-yamhill-carlton-chardonnay-2018/989100,Chardonnay,140,Yamhill-Carlton District,$55.99,"Yamhill-Carlton District, Willamette Valley, Oregon",989100,C/I: Long Tail,In Stock,EDV130930_2018_2018,Winemaker Shane Moore and Enologist Myles Nelson ,Wine:Product Detail:Gran Moraine Yamhill-Carlton Chardonnay 2018,NY,PA,USD,55.99,5,1,,,winery-image,2020-08-05T20:42:57+0000,750,13,93,92,,,,,92,94,,,,,
w1125,https://www.wine.com/list/wine/wine-spectator/7155-202/45,Pursued by Bear Winery Image,https://www.wine.com/product/product/pursued-by-bear-blushing-bear-rose-2021/1109884,Rosé,150,Columbia Valley,$29.99,"Columbia Valley, Washington",1109884,C/I: Long Tail,In Stock,REG695012721_2021,Pursued by Bear Winery Image,Wine:Product Detail:Pursued by Bear Blushing Bear Rose 2021,NY,PA,USD,29.99,5,1,,,winery-image,2018-02-01T23:41:12+0000,750,13.5,,90,,,,,,,,,,,
w1126,https://www.wine.com/list/wine/wine-spectator/7155-202/46,"Seghesio, Bonded Winery No. 850",https://www.wine.com/product/product/seghesio-sonoma-zinfandel-375ml-half-bottle-2021/1237772,Zinfandel,7,Sonoma County,$17.99,"Sonoma County, California",1237772,C/I: Exception,In Stock,WBO30308888_2021,"Seghesio Family Vineyards was one of only a handful of wineries to survive Prohibition in Sonoma County and today we are Bonded Winery No. 850!
",Wine:Product Detail:Seghesio Sonoma Zinfandel (375ML half-bottle) 2021,NY,PA,USD,17.99,5,1,,,winery-image,2023-01-12T23:59:04+0000,375,15,,92,,,,,,,,,,,
w1127,https://www.wine.com/list/wine/wine-spectator/7155-202/46,Canard-Duchene Winemaker Laurent Fedou,https://www.wine.com/product/product/canard-duchene-brut-rose/110659,Sparkling Rosé,121,Champagne,$52.99,"Champagne, France",110659,C/I: Long Tail,In Stock,OPI256_0,Canard-Duchene Canard-Duchene Winemaker Laurent Fedou Winery Image,Wine:Product Detail:Canard-Duchene Brut Rose,NY,PA,USD,52.99,5,1,5,1,winery-image,2020-12-15T17:23:09+0000,750,12.5,,91,,,,,,,,,,,
w1128,https://www.wine.com/list/wine/wine-spectator/7155-202/46,Savage Winery Image,https://www.wine.com/product/product/savage-red-blend-2020/1270318,Rhone Red Blends,14,South Africa,$54.99,South Africa,1270318,C/I: Long Tail,In Stock,WBO30300137_2020,Savage Winery Image,Wine:Product Detail:Savage Red Blend 2020,NY,PA,USD,54.99,5,1,,,winery-image,2018-02-01T23:41:23+0000,750,13.7,92,94,,,,,,,,,,,
w1129,https://www.wine.com/list/wine/wine-spectator/7155-202/46,Henriot Winery Video,https://www.wine.com/product/product/henriot-brut-souverain-375ml-half-bottle/94573,Non-Vintage Sparkling Wine,406,Champagne,$37.99,"Champagne, France",94573,C/I: Exception,In Stock,PIN231260_0,Henriot Winery Video,Wine:Product Detail:Henriot Brut Souverain (375ML half-bottle),NY,PA,USD,37.99,5,1,5,1,winery-video,2018-10-19T17:32:59+0000,375,12,91,90,93,92,,90,91,,,,,,
w1130,https://www.wine.com/list/wine/wine-spectator/7155-202/46,Rose,https://www.wine.com/product/product/gaston-chiquet-rose/147538,Sparkling Rosé,66,Champagne,$58.99,"Champagne, France",147538,C/I: Long Tail,In Stock,SKRFRKCQ20NV_0,"Gaston Chiquet Rose from Champagne, France - Luminous pink-orange hue. Fine mousse. Nose of ripe red fruit, black cherry, strawberry. Smooth and fresh palate (Meunier), red fruit, blackberry, cherry, fines...",Wine:Product Detail:Gaston Chiquet Rose,NY,PA,USD,58.99,5,1,,,,,750,12,,90,,,,,,91,,,92,,
w1131,https://www.wine.com/list/wine/wine-spectator/7155-202/46,2018 Pinot Noir,https://www.wine.com/product/product/lobo-wines-pinot-noir-2018/1103123,Pinot Noir,123,Atlas Peak,$53.99,"Atlas Peak, Napa Valley, California",1103123,C/I: Long Tail,In Stock,GAG62133_18_2018,"Lobo Wines Pinot Noir 2018 from Atlas Peak, Napa Valley, California - Crimson in the glass out to a light garnet rim. The aromas are a delightful interplay of sandalwood and freshly picked berries. Aromas of strawberry, cherry and...",Wine:Product Detail:Lobo Wines Pinot Noir 2018,NY,PA,USD,53.99,5,1,,,,,750,14.1,,91,,,,,,,,,,,
w1132,https://www.wine.com/list/wine/wine-spectator/7155-202/46,Chapter 24 Tasting Room,https://www.wine.com/product/product/chapter-24-the-fire-pinot-noir-2015/598597,Pinot Noir,16,Willamette Valley,$59.99,"Willamette Valley, Oregon",598597,C/I: Popular,In Stock,WLD16129_2015,"The Chapter 24 tasting room is located in downtown Dundee, Oregon.",Wine:Product Detail:Chapter 24 The Fire Pinot Noir 2015,NY,PA,USD,59.99,5,1,5,1,winery-image,2018-03-05T22:40:20+0000,750,13.5,,90,,,,,,92,,,,,
w1133,https://www.wine.com/list/wine/wine-spectator/7155-202/46,Reserve Pinot Noir bottle with glasses,https://www.wine.com/product/product/stoller-reserve-pinot-noir-2019/1206575,Pinot Noir,119,Dundee Hills,$53.99,"Dundee Hills, Willamette Valley, Oregon",1206575,C/I: Long Tail,In Stock,OPI25424_2019,Stoller Family Estate Reserve Pinot Noir bottle with glasses Winery Image,Wine:Product Detail:Stoller Reserve Pinot Noir 2019,NY,PA,USD,53.99,5,1,,,winery-image,2019-03-22T21:09:09+0000,750,0,,93,,,,,,91,,,,,
